CMPLNT_FR_DT,Latitude,Longitude,PATROL_BORO
2019,40.73027388100007,-73.81189707799997,PATROL BORO QUEENS SOUTH
2019,40.83178914500007,-73.910951588,PATROL BORO BRONX
2019,40.82610717000005,-73.95175683599996,PATROL BORO MAN NORTH
2019,40.83064129700006,-73.87487918899996,PATROL BORO BRONX
2019,40.692339662000045,-73.968654153,PATROL BORO BKLYN NORTH
2019,40.62880461700007,-74.159179049,PATROL BORO STATEN ISLAND
2019,40.63476806800003,-74.07744277399996,PATROL BORO STATEN ISLAND
2019,40.78166278200007,-73.83443908599996,PATROL BORO QUEENS NORTH
2019,40.72470284800004,-73.75408697299997,PATROL BORO QUEENS SOUTH
2019,40.85481095100005,-73.90645281299999,PATROL BORO BRONX
2019,40.73578327800004,-73.81062580299994,PATROL BORO QUEENS SOUTH
2019,40.69316474400005,-73.85353670999997,PATROL BORO QUEENS SOUTH
2019,40.71903126800004,-73.99838168699995,PATROL BORO MAN SOUTH
2019,40.66892692300007,-73.92258173299997,PATROL BORO BKLYN NORTH
2019,40.613080299000046,-74.07073274999993,PATROL BORO STATEN ISLAND
2019,40.75002315600005,-73.86531473199994,PATROL BORO QUEENS NORTH
2019,40.864491159000075,-73.89639929899994,PATROL BORO BRONX
2019,40.857083080000045,-73.90585676199998,PATROL BORO BRONX
2019,40.83540272700003,-73.88207614399995,PATROL BORO BRONX
2019,40.72338870300007,-73.84819940399994,PATROL BORO QUEENS NORTH
2019,40.78414861200008,-73.97962812899993,PATROL BORO MAN NORTH
2019,40.795581553000034,-73.93229781499997,PATROL BORO MAN NORTH
2019,40.57855920500003,-73.83755247199997,PATROL BORO QUEENS SOUTH
2019,40.72655401900005,-73.98782842699995,PATROL BORO MAN SOUTH
2019,40.684572830000036,-73.93237806599996,PATROL BORO BKLYN NORTH
2019,40.78073917800003,-73.944730538,PATROL BORO MAN NORTH
2019,40.681539757000046,-73.78339634199995,PATROL BORO QUEENS SOUTH
2019,40.69848338100008,-73.94837624699994,PATROL BORO BKLYN NORTH
2019,40.845509565000036,-73.89727100299997,PATROL BORO BRONX
2019,40.72103445800008,-73.98931215499994,PATROL BORO MAN SOUTH
2019,40.631806161000036,-73.92630322099996,PATROL BORO BKLYN SOUTH
2019,40.59680908700005,-73.94411218999993,PATROL BORO BKLYN SOUTH
2019,40.79321710700003,-73.96727401599996,PATROL BORO MAN NORTH
2019,40.75622375800003,-73.90723375499994,PATROL BORO QUEENS NORTH
2019,40.64683589300005,-73.950592767,PATROL BORO BKLYN SOUTH
2019,40.71802118100004,-73.99751953699995,PATROL BORO MAN SOUTH
2019,40.79695623500004,-73.97024461099994,PATROL BORO MAN NORTH
2019,40.64856210800008,-73.97539196399998,PATROL BORO BKLYN SOUTH
2019,40.83114878400005,-73.87977100099994,PATROL BORO BRONX
2019,40.83969975100007,-73.84407422699996,PATROL BORO BRONX
2019,40.68594655400005,-73.91383979899997,PATROL BORO BKLYN NORTH
2019,40.86846737800005,-73.82158284599996,PATROL BORO BRONX
2019,40.853856131000036,-73.91769978899998,PATROL BORO BRONX
2019,40.833454345000064,-73.88794822899995,PATROL BORO BRONX
2019,40.74823851000008,-73.89070452199996,PATROL BORO QUEENS NORTH
2019,40.85475311900007,-73.89356235299994,PATROL BORO BRONX
2019,40.701541003000045,-74.01219153799997,PATROL BORO MAN SOUTH
2019,40.824331503000046,-73.88302074199999,PATROL BORO BRONX
2019,40.82839286500007,-73.90282956599998,PATROL BORO BRONX
2019,40.820989170000075,-73.89222534699996,PATROL BORO BRONX
2019,40.80506560400005,-73.93903565799998,PATROL BORO MAN NORTH
2019,40.74478828300005,-73.97588332099998,PATROL BORO MAN SOUTH
2019,40.827385306000046,-73.92449673699997,PATROL BORO BRONX
2019,40.815890910000064,-73.91720843999997,PATROL BORO BRONX
2019,40.73686899300003,-73.98970654599998,PATROL BORO MAN SOUTH
2019,40.748509937000044,-74.00114552699995,PATROL BORO MAN SOUTH
2019,40.68535867400004,-73.97572452999998,PATROL BORO BKLYN NORTH
2019,40.90259572000008,-73.89953772899997,PATROL BORO BRONX
2019,40.88958255000005,-73.859494752,PATROL BORO BRONX
2019,40.68379435600008,-73.97670221099996,PATROL BORO BKLYN SOUTH
2019,40.70772410500007,-73.80278841599994,PATROL BORO QUEENS SOUTH
2019,40.669864569000026,-73.95050361299997,PATROL BORO BKLYN SOUTH
2019,40.698736773000064,-73.83156876499999,PATROL BORO QUEENS SOUTH
2019,40.69795661900002,-73.89005125599994,PATROL BORO QUEENS NORTH
2019,40.67690234600008,-73.90004715099997,PATROL BORO BKLYN NORTH
2019,40.74710618700004,-73.98344695299994,PATROL BORO MAN SOUTH
2019,40.83211385100003,-73.94829425099994,PATROL BORO MAN NORTH
2019,40.880398548000066,-73.86385365099994,PATROL BORO BRONX
2019,40.58754182200005,-73.95472306399995,PATROL BORO BKLYN SOUTH
2019,40.64424279200006,-74.08558673599998,PATROL BORO STATEN ISLAND
2019,40.62715069300003,-74.07830214099994,PATROL BORO STATEN ISLAND
2019,40.66256275400008,-73.90892111899994,PATROL BORO BKLYN NORTH
2019,40.78756730100001,-73.94313233199995,PATROL BORO MAN NORTH
2019,40.85672545800003,-73.86380089099998,PATROL BORO BRONX
2019,40.825467893000045,-73.91434927999995,PATROL BORO BRONX
2019,40.83641472000005,-73.90498977399994,PATROL BORO BRONX
2019,40.76155513100008,-73.86641766799994,PATROL BORO QUEENS NORTH
2019,40.736484447000066,-73.881345492,PATROL BORO QUEENS NORTH
2019,40.764818269000045,-73.98518977299993,PATROL BORO MAN SOUTH
2019,40.68601549500005,-73.94589436099994,PATROL BORO BKLYN NORTH
2019,40.74556104900005,-73.98456971099995,PATROL BORO MAN SOUTH
2019,40.697852725000075,-73.94387963199993,PATROL BORO BKLYN NORTH
2019,40.82706034100005,-73.91504099199994,PATROL BORO BRONX
2019,40.798193324000074,-73.96735102799995,PATROL BORO MAN NORTH
2019,40.73285577700005,-73.86388448799994,PATROL BORO QUEENS NORTH
2019,40.74876701400007,-73.98531965899997,PATROL BORO MAN SOUTH
2019,40.688743368000075,-73.94498708099997,PATROL BORO BKLYN NORTH
2019,40.63508230600007,-73.88759314999999,PATROL BORO BKLYN SOUTH
2019,40.66932766100007,-73.90433739499997,PATROL BORO BKLYN NORTH
2019,40.76752833900008,-73.93356098899994,PATROL BORO QUEENS NORTH
2019,40.74486289300006,-73.90347107299993,PATROL BORO QUEENS NORTH
2019,40.513009976000035,-74.24073886199994,PATROL BORO STATEN ISLAND
2019,40.76011098500004,-73.98480818999997,PATROL BORO MAN SOUTH
2019,40.58893098400005,-73.95547101799998,PATROL BORO BKLYN SOUTH
2019,40.69754940400002,-73.94671806199995,PATROL BORO BKLYN NORTH
2019,40.58976819700007,-73.79887735899995,PATROL BORO QUEENS SOUTH
2019,40.764496621000035,-73.95996715699994,PATROL BORO MAN NORTH
2019,40.70008745000007,-73.90659417999996,PATROL BORO QUEENS NORTH
2019,40.868774088000066,-73.82291256899998,PATROL BORO BRONX
2019,40.88354405500007,-73.88963946699994,PATROL BORO BRONX
2019,40.667630400000064,-73.89089067499998,PATROL BORO BKLYN NORTH
2019,40.86647801100002,-73.85098209699999,PATROL BORO BRONX
2019,40.593196840000076,-73.93855935599998,PATROL BORO BKLYN SOUTH
2019,40.73705623100005,-73.81192484099995,PATROL BORO QUEENS SOUTH
2019,40.87394125000003,-73.88491497299998,PATROL BORO BRONX
2019,40.67118732000005,-73.93368218899997,PATROL BORO BKLYN NORTH
2019,40.66554400800004,-73.86706772699995,PATROL BORO BKLYN NORTH
2019,40.62659271500007,-74.00089485699993,PATROL BORO BKLYN SOUTH
2019,40.573849649000074,-74.10549615599997,PATROL BORO STATEN ISLAND
2019,40.67725891100008,-73.82604211299997,PATROL BORO QUEENS SOUTH
2019,40.73861032700007,-73.92150841899996,PATROL BORO QUEENS NORTH
2019,40.67582781200008,-73.87358696999998,PATROL BORO BKLYN NORTH
2019,40.761703989000075,-73.94982170299994,PATROL BORO QUEENS NORTH
2019,40.68863620400003,-73.90651646899995,PATROL BORO BKLYN NORTH
2019,40.77613914800003,-73.97787222899994,PATROL BORO MAN NORTH
2019,40.74274228500008,-73.90815471799993,PATROL BORO QUEENS NORTH
2019,40.54883109600007,-74.19531338099996,PATROL BORO STATEN ISLAND
2019,40.75219869800003,-73.99346504499994,PATROL BORO MAN SOUTH
2019,40.708774095000074,-73.99853342599994,PATROL BORO MAN SOUTH
2019,40.63359278300004,-74.11700448299996,PATROL BORO STATEN ISLAND
2019,40.72874331200006,-73.90067295799997,PATROL BORO QUEENS NORTH
2019,40.863794676000055,-73.90027602599997,PATROL BORO BRONX
2019,40.80945007600008,-73.92264586599998,PATROL BORO BRONX
2019,40.81152201200007,-73.94060118099996,PATROL BORO MAN NORTH
2019,40.73224606300005,-73.80131585699996,PATROL BORO QUEENS SOUTH
2019,40.818516792000025,-73.89588196999993,PATROL BORO BRONX
2019,40.74893208000003,-73.93737631099998,PATROL BORO QUEENS NORTH
2019,40.57333810400007,-74.11783123499998,PATROL BORO STATEN ISLAND
2019,40.62995736800008,-74.14025695699996,PATROL BORO STATEN ISLAND
2019,40.698736773000064,-73.83156876499999,PATROL BORO QUEENS SOUTH
2019,40.849917818000044,-73.89450988199997,PATROL BORO BRONX
2019,40.815002838000055,-73.90795384299997,PATROL BORO BRONX
2019,40.63018558400006,-73.93341670299998,PATROL BORO BKLYN SOUTH
2019,40.68891138900005,-73.98093008899998,PATROL BORO BKLYN NORTH
2019,40.66455275100003,-73.89010271099994,PATROL BORO BKLYN NORTH
2019,40.842067703000055,-73.91782279699999,PATROL BORO BRONX
2019,40.698736773000064,-73.83156876499999,PATROL BORO QUEENS SOUTH
2019,40.745726717000025,-73.93338423899996,PATROL BORO QUEENS NORTH
2019,40.83692684600004,-73.86064675299998,PATROL BORO BRONX
2019,40.755628168000044,-73.85641688599996,PATROL BORO QUEENS NORTH
2019,40.863834998000065,-73.82202188499997,PATROL BORO BRONX
2019,40.798940112000025,-73.95224605799996,PATROL BORO MAN NORTH
2019,40.863838685000076,-73.83369220799993,PATROL BORO BRONX
2019,40.786500725000046,-73.94546242799998,PATROL BORO MAN NORTH
2019,40.79784532100007,-73.96945685099996,PATROL BORO MAN NORTH
2019,40.80231115000004,-73.91880738499998,PATROL BORO BRONX
2019,40.57960536500008,-73.94004423899997,PATROL BORO BKLYN SOUTH
2019,40.692045227000044,-73.81731300299998,PATROL BORO QUEENS SOUTH
2019,40.51594050700004,-74.21199151799993,PATROL BORO STATEN ISLAND
2019,40.764818269000045,-73.98518977299993,PATROL BORO MAN SOUTH
2019,40.862623040000074,-73.90068269299998,PATROL BORO BRONX
2019,40.75686097700003,-73.87565666399996,PATROL BORO QUEENS NORTH
2019,40.66853273000004,-73.97357501199998,PATROL BORO BKLYN SOUTH
2019,40.59051921200007,-73.94103539099996,PATROL BORO BKLYN SOUTH
2019,40.75353270100004,-73.99453689199999,PATROL BORO MAN SOUTH
2019,40.75851417100006,-73.99071750399997,PATROL BORO MAN SOUTH
2019,40.62583754500002,-73.99094489399994,PATROL BORO BKLYN SOUTH
2019,40.78657292200006,-73.97026369599996,PATROL BORO MAN NORTH
2019,40.688154120000036,-73.94685537799995,PATROL BORO BKLYN NORTH
2019,40.736690946000074,-73.99523109199998,PATROL BORO MAN SOUTH
2019,40.769067005000075,-73.96110161999997,PATROL BORO MAN NORTH
2019,40.83185435200004,-73.92136228599996,PATROL BORO BRONX
2019,40.692070028000046,-73.83178033199994,PATROL BORO QUEENS SOUTH
2019,40.69052355900004,-73.78201492499993,PATROL BORO QUEENS SOUTH
2019,40.677605279000026,-73.82821877999999,PATROL BORO QUEENS SOUTH
2019,40.636636890000034,-73.90063710599996,PATROL BORO BKLYN SOUTH
2019,40.85527409400004,-73.92847758699997,PATROL BORO MAN NORTH
2019,40.77034899100005,-73.87596723599995,PATROL BORO QUEENS NORTH
2019,40.74541453000006,-73.89706445199994,PATROL BORO QUEENS NORTH
2019,40.82359010000005,-73.90674962399999,PATROL BORO BRONX
2019,40.64420602100006,-74.00050592399998,PATROL BORO BKLYN SOUTH
2019,40.83303495100006,-73.89738421899995,PATROL BORO BRONX
2019,40.73330055900004,-73.98718131699997,PATROL BORO MAN SOUTH
2019,40.81794605600004,-73.90234624599998,PATROL BORO BRONX
2019,40.68415881400006,-73.91265586699996,PATROL BORO BKLYN NORTH
2019,40.67233470300005,-73.95691139399997,PATROL BORO BKLYN NORTH
2019,40.597244284000055,-73.96110808899994,PATROL BORO BKLYN SOUTH
2019,40.718564066000056,-73.98820145399996,PATROL BORO MAN SOUTH
2019,40.681977732000064,-73.85408046899995,PATROL BORO QUEENS SOUTH
2019,40.785565090000034,-73.94614207899998,PATROL BORO MAN NORTH
2019,40.759450567000044,-73.933576266,PATROL BORO QUEENS NORTH
2019,40.68102776200004,-73.76448747899997,PATROL BORO QUEENS SOUTH
2019,40.69519897600002,-73.95084903199995,PATROL BORO BKLYN NORTH
2019,40.63888119800004,-73.94394003499998,PATROL BORO BKLYN SOUTH
2019,40.74036053800006,-73.99255321999993,PATROL BORO MAN SOUTH
2019,40.71480930100006,-73.77487247599998,PATROL BORO QUEENS SOUTH
2019,40.74375049800005,-74.00332878199998,PATROL BORO MAN SOUTH
2019,40.75043076800005,-73.98928217599996,PATROL BORO MAN SOUTH
2019,40.582620261000045,-73.98629580399995,PATROL BORO BKLYN SOUTH
2019,40.71395984500003,-73.77843567099995,PATROL BORO QUEENS SOUTH
2019,40.81139311900005,-73.92231487199997,PATROL BORO BRONX
2019,40.81670467800007,-73.92309264399995,PATROL BORO BRONX
2019,40.68654374700003,-73.77919743299998,PATROL BORO QUEENS SOUTH
2019,40.67229641100005,-73.92940560899994,PATROL BORO BKLYN NORTH
2019,40.77208140900007,-73.84466940099996,PATROL BORO QUEENS NORTH
2019,40.66574600900003,-73.77750722799993,PATROL BORO QUEENS SOUTH
2019,40.84079686100006,-73.91400066299997,PATROL BORO BRONX
2019,40.66561191500005,-73.92360568099997,PATROL BORO BKLYN SOUTH
2019,40.74829799100007,-73.98817814399995,PATROL BORO MAN SOUTH
2019,40.83920806100008,-73.88053706099998,PATROL BORO BRONX
2019,40.82009555800005,-73.89055037799993,PATROL BORO BRONX
2019,40.66302032000005,-73.89507938499997,PATROL BORO BKLYN NORTH
2019,40.81906778600006,-73.92717249799993,PATROL BORO BRONX
2019,40.83997150000005,-73.87073440299997,PATROL BORO BRONX
2019,40.67795727600002,-73.91865593499993,PATROL BORO BKLYN NORTH
2019,40.762897226000064,-73.98752577899995,PATROL BORO MAN SOUTH
2019,40.75484341600002,-73.98201208999996,PATROL BORO MAN SOUTH
2019,40.73816454200004,-73.81326047599998,PATROL BORO QUEENS SOUTH
2019,40.64143240800007,-74.01781969799998,PATROL BORO BKLYN SOUTH
2019,40.775546830000046,-73.94620072799995,PATROL BORO MAN NORTH
2019,40.68706608200006,-73.90981432999997,PATROL BORO BKLYN NORTH
2019,40.82210837100007,-73.86315274099996,PATROL BORO BRONX
2019,40.83577761300006,-73.91893639399994,PATROL BORO BRONX
2019,40.74016077500005,-73.97657424399995,PATROL BORO MAN SOUTH
2019,40.82970689500007,-73.88701141999996,PATROL BORO BRONX
2019,40.68913703900005,-73.93178928699997,PATROL BORO BKLYN NORTH
2019,40.77522497300004,-73.82604254899996,PATROL BORO QUEENS NORTH
2019,40.607532856000034,-73.97479123599999,PATROL BORO BKLYN SOUTH
2019,40.61792712400006,-74.00811678899998,PATROL BORO BKLYN SOUTH
2019,40.82027627300005,-73.89600928499993,PATROL BORO BRONX
2019,40.69721175800004,-73.95292477799995,PATROL BORO BKLYN NORTH
2019,40.86536412100002,-73.89354536999997,PATROL BORO BRONX
2019,40.768807004000045,-73.96339062599996,PATROL BORO MAN NORTH
2019,40.660783550000076,-73.96147833599997,PATROL BORO BKLYN SOUTH
2019,40.86217094500005,-73.89535449199997,PATROL BORO BRONX
2019,40.802176228000064,-73.91441898199997,PATROL BORO BRONX
2019,40.76261479400005,-73.91604370499994,PATROL BORO QUEENS NORTH
2019,40.70161905300005,-73.75141310899994,PATROL BORO QUEENS SOUTH
2019,40.695051109000076,-73.91779483999993,PATROL BORO BKLYN NORTH
2019,40.88312524200006,-73.87977465099993,PATROL BORO BRONX
2019,40.798511647000055,-73.96711971699995,PATROL BORO MAN NORTH
2019,40.67479054900008,-73.83673045099994,PATROL BORO QUEENS SOUTH
2019,40.840183525000036,-73.93764097999998,PATROL BORO MAN NORTH
2019,40.90785494500005,-73.90657712599993,PATROL BORO BRONX
2019,40.86075204500003,-73.88958329299999,PATROL BORO BRONX
2019,40.57360828800005,-74.10225970599998,PATROL BORO STATEN ISLAND
2019,40.85284199500006,-73.88417430999993,PATROL BORO BRONX
2019,40.665151406000064,-73.99668523999998,PATROL BORO BKLYN SOUTH
2019,40.58721540900007,-73.81345214699996,PATROL BORO QUEENS SOUTH
2019,40.75737987200006,-73.98412660699995,PATROL BORO MAN SOUTH
2019,40.795581553000034,-73.93229781499997,PATROL BORO MAN NORTH
2019,40.62384888900005,-74.08197985899994,PATROL BORO STATEN ISLAND
2019,40.699880800000074,-73.89915075899995,PATROL BORO QUEENS NORTH
2019,40.714656096000056,-73.87178185099998,PATROL BORO QUEENS NORTH
2019,40.66892692300007,-73.92258173299997,PATROL BORO BKLYN NORTH
2019,40.830905528000066,-73.93605248599994,PATROL BORO MAN NORTH
2019,40.66652285900005,-73.89835770699995,PATROL BORO BKLYN NORTH
2019,40.76484893000002,-73.90871265799996,PATROL BORO QUEENS NORTH
2019,40.604840985000074,-73.75682250899995,PATROL BORO QUEENS SOUTH
2019,40.74496256000003,-73.918812314,PATROL BORO QUEENS NORTH
2019,40.60990759200007,-73.75928555699994,PATROL BORO QUEENS SOUTH
2019,40.820618301000025,-73.91478908099998,PATROL BORO BRONX
2019,40.76484893000002,-73.90871265799996,PATROL BORO QUEENS NORTH
2019,40.70057363900003,-73.89735368099997,PATROL BORO QUEENS NORTH
2019,40.756978196000034,-73.97834061299993,PATROL BORO MAN SOUTH
2019,40.73938879700007,-73.99116041499997,PATROL BORO MAN SOUTH
2019,40.87088701300007,-73.88012219299998,PATROL BORO BRONX
2019,40.63134735700004,-74.02188089899995,PATROL BORO BKLYN SOUTH
2019,40.623688773000026,-74.03538712299998,PATROL BORO BKLYN SOUTH
2019,40.68044287300006,-73.95035875699995,PATROL BORO BKLYN NORTH
2019,40.62579062300006,-74.08032872199995,PATROL BORO STATEN ISLAND
2019,40.677605279000026,-73.82821877999999,PATROL BORO QUEENS SOUTH
2019,40.69412740400003,-73.93726911499994,PATROL BORO BKLYN NORTH
2019,40.81194686600002,-73.90659253499997,PATROL BORO BRONX
2019,40.57279735400005,-73.99596270399996,PATROL BORO BKLYN SOUTH
2019,40.83784799700004,-73.90906062299997,PATROL BORO BRONX
2019,40.83531944700008,-73.94203990499993,PATROL BORO MAN NORTH
2019,40.75002197300005,-73.99133946299997,PATROL BORO MAN SOUTH
2019,40.72305821500004,-73.94455108599993,PATROL BORO BKLYN NORTH
2019,40.79481676000006,-73.94440825399995,PATROL BORO MAN NORTH
2019,40.72077059800005,-73.84643043599993,PATROL BORO QUEENS NORTH
2019,40.58937363500007,-73.78707254599993,PATROL BORO QUEENS SOUTH
2019,40.79188069500003,-73.96824614599996,PATROL BORO MAN NORTH
2019,40.817712090000036,-73.915396145,PATROL BORO BRONX
2019,40.67665468400003,-73.91646556799998,PATROL BORO BKLYN NORTH
2019,40.67273178100004,-73.88139401899997,PATROL BORO BKLYN NORTH
2019,40.75656758500002,-73.87593153399995,PATROL BORO QUEENS NORTH
2019,40.694173139000036,-73.95973531199996,PATROL BORO BKLYN NORTH
2019,40.678516579000075,-73.73917268099996,PATROL BORO QUEENS SOUTH
2019,40.62579261100007,-74.08140585499996,PATROL BORO STATEN ISLAND
2019,40.68563842900005,-73.91660214699994,PATROL BORO BKLYN NORTH
2019,40.833561700000075,-73.89113894099995,PATROL BORO BRONX
2019,40.66139545900006,-73.91890320599998,PATROL BORO BKLYN NORTH
2019,40.79574637800005,-73.94268111399998,PATROL BORO MAN NORTH
2019,40.79634123700004,-73.94119981599994,PATROL BORO MAN NORTH
2019,40.88105505300007,-73.87652012899997,PATROL BORO BRONX
2019,40.661794060000034,-73.90872392799997,PATROL BORO BKLYN NORTH
2019,40.655345114000056,-73.95151270399998,PATROL BORO BKLYN SOUTH
2019,40.74429632700002,-73.90879855999998,PATROL BORO QUEENS NORTH
2019,40.73197830100002,-73.999810214,PATROL BORO MAN SOUTH
2019,40.81993341300005,-73.94968024999997,PATROL BORO MAN NORTH
2019,40.791151867000046,-73.884371919,PATROL BORO BRONX
2019,40.81638223600004,-73.93929624899994,PATROL BORO MAN NORTH
2019,40.67969795900007,-73.91936046299998,PATROL BORO BKLYN NORTH
2019,40.735641685000076,-73.87601740799995,PATROL BORO QUEENS NORTH
2019,40.62534511100006,-73.95998577199998,PATROL BORO BKLYN SOUTH
2019,40.81530758700006,-73.919044419,PATROL BORO BRONX
