,id,name,latitude,longitude,room_type,price
20411,41036391,Best deal in Sunset park,40.63971,-74.01706999999999,Private room,700
20441,4881017,"Spacious,  3 bedrooms, 2 bath",40.864940000000004,-73.92671999999999,Entire home/apt,332
20497,42757564,Centrally located 2 BR Apt in Downtown NYC,40.711940000000006,-73.99391999999999,Private room,214
20543,31290728,Sunnyside,40.746,-73.91393000000001,Entire home/apt,400
20655,27278924,Greenwich Village Private Room- Prime Location!,40.730470000000004,-73.99937,Private room,1550
20679,19261720,Oceanfront vacation home on Rockaway Beach,40.58831,-73.79236999999999,Entire home/apt,1500
20745,35531254,"Stylish Suite & Excellent Service in Tribeca, NY",40.716190000000005,-74.00655,Private room,765
20769,6359111,Event space. Events only. Gatherings of up to 50,40.74853,-73.98192,Entire home/apt,1057
20805,18927644,2-Bedroom Penthouse with Terrace - Entire Floor,40.74866,-73.97851,Entire home/apt,899
20884,37595410,Stunning spacious 4 br/4ba - Fully Sanitized,40.74603,-73.9769,Entire home/apt,2100
20964,43370455,❤️❤️❤️TIME SQUARE MIDTOWN VIP luxury apt,40.74968,-73.97284,Entire home/apt,1828
21032,17385892,Light-Filled Flatiron: Double Bed 'n Private Bath,40.738279999999996,-73.98954,Private room,250
21052,36468375,"2 minutes to N,Q,R,L,W ,4,5,6,train, private room",40.73509,-73.98928000000001,Private room,268
21084,32089161,Newly rennovated studio space in UWS,40.78757,-73.97624,Shared room,500
21228,773497,Great spot in Brooklyn,40.69407,-73.94551,Shared room,229
21235,19949310,Brooklyn Basement,40.68322,-73.91702,Shared room,200
21411,34997894,entire apartment for rent,40.6336,-74.02884,Entire home/apt,1750
21419,3585309,Beautiful home away from home!,40.76195,-73.80447,Entire home/apt,1750
21440,18935359,Magnificent Lakeview Home on Kissena Park in NYC,40.74982,-73.8061,Entire home/apt,1643
21518,39791692,L and M train Ridgewood Apartment,40.702020000000005,-73.89416999999999,Private room,114
21575,42160230,Think of us as your  home Away from home.,40.63815,-74.08614,Entire home/apt,1200
21669,43053046,room,40.77619,-73.90993,Private room,1000
21684,7024342,"Custom Designed Cozy Garden Apt,",40.64574,-73.90781,Entire home/apt,486
21833,41239727,Cozy comfortable house,40.71141,-73.74383,Entire home/apt,425
21842,12070965,Downtown style in the Bronx,40.8098,-73.92149,Private room,700
21847,26742412,New york Multi-unit building,40.81126,-73.90861,Private room,800
21997,40365807,"Luxury Apt Photo,Film/Events Meetings/Weddings",40.70709,-74.01246,Entire home/apt,1500
21998,40837660,Incredible Stylish Wall St Luxury Building Duplex,40.70578,-74.00859,Entire home/apt,875
22045,44798678,Sonder *Private 1BR Apartment* at Battery Park,40.70454,-74.01647,Entire home/apt,1352
22046,44799007,Sonder at Battery Park | Studio with Weekly Discounts,40.704390000000004,-74.0147,Entire home/apt,1564
22085,44449134,ENTIRE 3 BEDROOMS UP TO 13 PEOPLE NEXT TO ALL,40.73079,-73.85381,Private room,348
22098,14778622,"Modern and Safe Place,Free Wifi",40.700520000000004,-73.75184,Private room,400
22106,22037715,Cozy artistic 3 bedroom home 15-20mins from jfk,40.69863,-73.74941,Private room,371
22160,41133172,Cozy 2 Bedroom Basement,40.68,-73.88929,Entire home/apt,890
22194,24746319,Amazing room for Memorial day weekend only!,40.713190000000004,-73.90315,Private room,250
22233,35704868,LIC - best for short stays!,40.754090000000005,-73.93666,Shared room,3000
22272,37153989,Breathtaking Waterfront Duplex,40.70924,-74.0182,Entire home/apt,800
22311,43235852,Bronx White House Near the Jacobi hospital,40.87676,-73.86457,Private room,289
22406,44374963,HUGE Room - Amazing Location - Walk in Closet,40.70714,-74.00775,Private room,1350
22411,44533446,FINANCIAL DISTRICT AREA IMMEDIATE MOVE IN,40.708420000000004,-74.00516,Private room,1500
22464,36076181,3 Bedroom Penthouse minutes from JFK and Manhattan,40.69855,-73.85279,Private room,141
22495,25511717,"Gorgeous summer spot in boerum hill, brooklyn!",40.684940000000005,-73.9885,Private room,1333
22536,2055559,twin bed in own space,40.73673,-73.95655,Shared room,90
22575,32901262,"Chabla Residence. The perfect stay, when away",40.75196,-73.86893,Entire home/apt,307
22632,45075429,Cozy room in forest hills,40.71195,-73.85484,Private room,199
22658,35499352,A luxury Bronx living,40.88531,-73.90008,Private room,300
22728,27457026,New york views close to JFK and the NY City.. fun,40.70653,-73.80561,Entire home/apt,975
22780,22305797,Cozy bedroom in a share apartmet,40.875040000000006,-73.88476,Private room,200
22801,18595831,"The Locals House // Best Location, Nicest Home",40.5889,-73.81585,Entire home/apt,631
22841,9935095,"Entire pvt. house for rent ,2 floors
 3 bdrms., 2.5  baths. Newly renovated,avail. From Nov. 2018 thru April 30,2019 $3000/ month",40.59195,-73.94639000000001,Private room,350
22852,22189261,Guest bedroom in a two floor apartment,40.60218,-73.95159,Private room,300
22894,36080023,The Game Room,40.84218,-73.90969,Private room,364
22930,39973319,Castle on the Hill (Richmond Hill),40.69149,-73.83891,Private room,249
23031,29614580,⚡ 3 APT in 1--Large groups Travel & stay together⚡,40.87831,-73.86511,Entire home/apt,689
23070,15785785,Harrigan Luxury Townhouse Suite,40.6724,-73.88839,Private room,260
23086,29339310,"""The Dumont"" Event Space",40.66957,-73.86585,Private room,493
23166,37943438,Historic Brownstone 20 minutes from Grand Central!,40.80903,-73.92103,Entire home/apt,425
23242,29278083,"Nice room with private beth , use of kitchen",40.61703,-73.97055,Private room,350
23264,35715171,Host yr PARTY in style -Manhattan ROOF TOP for 25,40.83571,-73.94179,Shared room,1799
23281,13306081,Elgant double bed room in Brooklyn.,40.6413,-73.90303,Private room,500
23282,13306156,Large deluxe queen size bedroom,40.6418,-73.90245,Private room,486
23402,43730511,Apartment in Queens,40.76097,-73.88181,Entire home/apt,296
23421,8369701,INTER HOUSE entire apt minim 16 day,40.62862,-73.92629000000001,Entire home/apt,426
23512,23247442,"Contemporary Home Away from Home, Entire house",40.63575,-74.08098000000001,Entire home/apt,368
23556,42314863,Rendezvous night | The Fancy Place!,40.72977,-73.81841999999999,Entire home/apt,729
23622,34485738,Large Midtown Manhattan Penthouse,40.75547,-73.98456999999999,Hotel room,2229
23689,20071095,Residential Area in the heart of Queens,40.75704,-73.89005999999999,Private room,125
23744,40397774,Elegant nice huge 1 bedroom walk toLGA &Citi Field,40.7618,-73.86157,Private room,139
23746,40470525,walk to LaGuardia Airport King huge1 bedroom,40.76458,-73.86389,Private room,139
23748,41098511,walk to Laguardia Airport and Citi Field 1 bedroom,40.76319,-73.86202,Private room,149
23835,45060419,★ Luxury Bayside ★ Upscale Mansion Surprise time,40.77798,-73.77287,Entire home/apt,1800
23854,40177066,Apartment with water view,40.59655,-73.73810999999999,Private room,300
23941,43834804,Beautiful Bushwick Oasis,40.70325,-73.91759,Shared room,171
23968,41996522,Comfortable and relaxed,40.8224,-73.89673,Private room,130
24060,24607763,Cozy home,40.60909,-73.97155,Entire home/apt,300
24136,22714327,Birth place of Hip hop in the heart of the Bronx.,40.81978,-73.88743000000001,Private room,95
24216,29805732,Book your party on UES NYC Venue,40.77695,-73.95519,Shared room,571
24239,35806372,A big bed in a One bedroom apartment,40.73643,-73.86268000000001,Shared room,300
24310,24632914,The Avalon,40.66959,-73.91204,Private room,120
24496,43507595,"Event Space - Reception, Showers & Celebrations",40.8398,-73.86764000000001,Private room,395
24498,12346131,Hebrews 13:2 - 3BD ★★★★★,40.86323,-73.84638000000001,Entire home/apt,550
24536,45069893,"Hoffman eve, King size bed, furnished apartment",40.70009,-73.72518000000001,Entire home/apt,4357
24568,42257616,Crocevia Rooms (Kro-che-via),40.89072,-73.85601,Private room,299
24647,33010659,Surfers Paradise!,40.5964,-73.80020999999999,Private room,362
24664,28215216,Queens House bedroom 1,40.6844,-73.74601,Private room,230
24727,33521985,"Kings palace close to jfk, Belmont track  & casino",40.699670000000005,-73.75026,Entire home/apt,621
24770,38984732,Home away from home 5 minutes away from jfk,40.66754,-73.73543000000001,Private room,130
24886,28206177,Bronx Brand New Room #3,40.853609999999996,-73.85018000000001,Private room,120
24924,40570935,BEST APARTMENT FOR YOUR MONEY SUPER ACCOMMODATING!,40.862390000000005,-73.89468000000001,Private room,285
25035,38957054,"Shelburne Hotel & Suites, Two Bedroom Penthouse",40.74725,-73.9786,Hotel room,909
25132,29923582,Elegant Duplex Suite in Manhattan -Private Terrace,40.762190000000004,-73.97646,Hotel room,1375
25170,34518079,Park Avenue Suite with Large Outdoor Terrace,40.74392,-73.98638000000001,Hotel room,1286
25171,34518082,Approx. 980 sqft Suite with Large Outdoor Terrace,40.74392,-73.98638000000001,Hotel room,1186
25366,41348519,Attic with Queen Bed,40.81512,-73.81752,Private room,105
25395,34718633,Mott Haven Dorm CC,40.80893,-73.93111,Shared room,24
25490,34470953,Chelsea Pines Inn - Hide Away Suite,40.73968,-74.00455,Hotel room,362
